NAME,MODEL,DATE,EPOCH,EPSILON,AVERAGE LOSS,AVERAGE RETURN,PATH
2022917218x924,dqn_8x9,2022-09-17 21:47:15.465990,1,0.1595990058302876,68.6496810913086,8.538125038146973,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 21:51:03.802558,2,0.1496950718037759,102.52957916259766,7.465624809265137,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 21:55:16.139799,3,0.1404057275028781,136.86203002929688,8.617500305175781,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 22:00:06.507111,4,0.1316928344939355,134.73411560058594,9.518750190734863,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 22:04:25.627967,5,0.1235206210280246,119.49554443359376,9.971875190734863,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 22:08:12.866594,6,0.1158555351760728,104.6971206665039,10.141875267028809,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 22:12:34.826421,7,0.1086661070776912,94.5290985107422,15.1850004196167,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 22:17:05.437954,8,0.1019228197381714,70.2309799194336,15.96875,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 22:22:10.901681,9,0.0955979878431889,62.235443115234375,18.9793758392334,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 22:27:27.574425,10,0.1,60.3829345703125,18.295000076293945,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 22:33:05.195302,11,0.1,49.37372970581055,23.246875762939453,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 22:38:42.750358,12,0.1,45.27725601196289,26.233125686645508,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 22:44:20.691829,13,0.1,44.41810989379883,26.129375457763672,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 22:50:19.362654,14,0.1,39.93443298339844,27.07749938964844,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 22:56:43.330807,15,0.1,39.995872497558594,26.842500686645508,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 23:03:21.417479,16,0.1,41.11933517456055,27.361875534057617,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 23:09:40.136939,17,0.1,39.61722183227539,29.131874084472656,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 23:16:00.646669,18,0.1,36.29881286621094,30.013750076293945,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 23:22:37.218309,19,0.1,33.39860534667969,30.753124237060547,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 23:28:52.790162,20,0.1,34.124149322509766,31.475000381469727,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 23:35:29.871122,21,0.1,32.34572982788086,32.84312438964844,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 23:41:55.023697,22,0.1,31.017166137695312,32.817501068115234,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 23:47:35.062304,23,0.1,32.599327087402344,33.669376373291016,./weights/d8by9.h5
2022917218x924,dqn_8x9,2022-09-17 23:53:28.615482,24,0.1,30.61180686950684,33.75812530517578,./weights/d8by9.h5
